Puunro	X	Y	Hmax	Hmean	h30	h50	h70	h90	p30	p50	p70	p90	puulaji	dbh_mm	h_dm
35524	50675.46	19351.75	9.876	6.514238	5.392	6.346	7.588	8.832	0.038961	0.359307	0.623377	0.865801	lehmus	258	126
35526	50679.39	19354	9.269	6.725152	6.1312	6.7785	7.5555	8.6767	0	0.137255	0.259804	0.52451	lehmus	241	NA
35528	50687.3	19352.21	11.121	7.350479	6.0484	7.3	8.57	9.6152	0.04127	0.253968	0.514286	0.777778	lehmus	282	122
35530	50691.99	19353.35	8.46	6.428429	5.7737	6.4985	7.2106	7.7717	0.017857	0.089286	0.428571	0.732143	lehmus	213	NA
35532	50692.02	19347.65	10.847	7.762568	6.9188	8.193	8.7845	10.0489	0.069672	0.192623	0.491803	0.862705	lehmus	250	121
35534	50692.75	19343.31	11.09	7.580885	6.248	7.425	9.1878	10.2432	0.040248	0.315789	0.603715	0.80805	lehmus	260	NA
35536	50687.01	19343.54	9.482	6.761619	6.1792	7	7.4068	8.3718	0.010582	0.132275	0.312169	0.708995	lehmus	226	94
35538	50679.35	19344.88	11.014	7.003158	5.433	6.798	8.5859	10.0844	0.154167	0.435417	0.679167	0.889583	lehmus	297	NA
35540	50674.29	19343.09	10.539	7.164837	6.252	7.033	7.995	9.261	0.013575	0.303167	0.687783	0.950226	lehmus	236	114
35542	50667.82	19342.39	12.431	7.638402	5.9712	7.511	9.3146	10.7068	0.125997	0.417863	0.666667	0.910686	lehmus	301	NA
35544	50662.51	19342.4	9.817	6.869486	5.7904	7.075	8.0244	9.2152	0.079918	0.266393	0.495902	0.762295	lehmus	253	117
35546	50657.97	19343.19	9.878	6.926341	5.694	7.174	8.19	8.91	0.052493	0.32021	0.532808	0.895013	lehmus	256	NA
35548	50650.53	19343.17	10.867	6.814098	5.371	7.004	8.1258	9.5492	0.156177	0.39627	0.655012	0.90676	lehmus	274	115
35552	50644.54	19345.48	11.28	7.305437	6.1144	7.24	8.3614	9.8614	0.088685	0.363914	0.672783	0.914373	lehmus	283	124
35554	50707.83	19344.67	11.695	7.584035	6.4733	7.572	8.6587	10.2245	0.111111	0.377193	0.704678	0.938596	lehmus	313	NA
35556	50707.57	19348.21	12.798	7.691288	6.1678	7.542	8.9366	11.1414	0.151703	0.479876	0.755418	0.925697	lehmus	286	147
35558	50707.49	19353.25	12.054	7.758028	6.6756	7.665	8.796	10.2846	0.052265	0.355401	0.74216	0.947735	lehmus	310	NA
35560	50713.64	19353.71	12.343	7.122557	5.383	6.9045	8.9861	10.4459	0.207547	0.490566	0.669811	0.90566	lehmus	273	125
35562	50719.94	19353.59	12.551	8.016695	6.5506	7.762	9.3298	11.3376	0.041841	0.276151	0.606695	0.740586	lehmus	278	NA
35564	50725.97	19353.72	13.239	7.682953	5.6195	6.931	9.8935	11.5725	0.199153	0.508475	0.652542	0.822034	lehmus	272	143
35566	50732.27	19353.93	13.389	8.289402	6.515	8.209	9.9888	11.8178	0.152815	0.402145	0.691689	0.935657	lehmus	316	NA
35568	50738.59	19354.3	14.008	8.660369	7.2523	8.258	10.0844	11.9981	0.09292	0.449115	0.727876	0.95354	lehmus	332	148
35570	50744.13	19354.78	13.524	8.142714	6.6046	7.816	9.4872	11.611	0.171806	0.491189	0.73348	0.944934	lehmus	328	NA
35572	50749.4	19355.07	11.687	7.477	6.164	7.762	8.711	9.968	0.090024	0.350365	0.622871	0.922141	lehmus	307	128
35574	50755.45	19355.05	11.49	7.139939	5.8079	7.477	8.5207	9.9484	0.165049	0.381068	0.650485	0.915049	lehmus	302	NA
35576	50756.51	19349.13	11.89	7.806037	6.7747	8.1185	9.1742	10.1753	0.085903	0.299559	0.601322	0.953744	lehmus	310	114
35578	50756.36	19345.5	12.822	7.74988	6.4507	7.6745	8.9467	10.7104	0.125	0.411145	0.777108	0.957831	lehmus	320	NA
35580	50749.49	19345.15	10.63	7.197315	6.1276	7.5355	8.279	9.4588	0.087329	0.325342	0.611301	0.921233	lehmus	276	122
35582	50743.66	19346.03	12.905	8.320366	6.6188	8.1275	9.9331	11.5408	0.083904	0.373288	0.674658	0.92637	lehmus	319	NA
35584	50738.37	19345.15	13.604	7.85283	6.5994	7.989	8.9362	10.6832	0.120354	0.437168	0.840708	0.985841	lehmus	309	152
35586	50732.21	19345.01	13.977	8.072546	6.6636	7.8855	9.1446	11.3856	0.147436	0.512821	0.80609	0.963141	lehmus	326	NA
35588	50726.59	19345.25	13.704	8.457815	7.1252	8.2515	9.8669	11.6344	0.080488	0.390244	0.753659	0.97561	lehmus	324	144
35590	50720.18	19344.67	13.192	7.75724	6.4225	7.572	9.215	11.14	0.163934	0.480874	0.76776	0.956284	lehmus	278	NA
35592	50714.4	19344.56	12.882	7.948871	6.2214	8.07	9.374	10.81	0.067692	0.393846	0.587692	0.892308	lehmus	278	139
35714	50776.34	19412.22	8.389	5.328202	4.5394	5.383	6.1246	7.2091	0.180357	0.433929	0.764286	0.957143	lehmus	228	99
35716	50776.54	19406.55	8.199	5.168057	4.39	5.067	5.993	7.179	0.183299	0.494908	0.753564	0.955193	lehmus	240	NA
35718	50777.04	19395.35	5.11	3.418486	2.8805	3.423	3.851	4.4272	0.337838	0.540541	0.810811	0.945946	lehmus	123	70
35720	50777.15	19389.11	8.844	5.50107	4.534	5.498	6.323	7.608	0.166904	0.482168	0.797432	0.96719	lehmus	248	NA
35722	50776.82	19382.93	8.521	5.139544	4.144	5.076	5.835	7.245	0.254777	0.526539	0.796178	0.968153	lehmus	239	NA
35724	50778.23	19376.53	8.58	5.555635	4.7782	5.567	6.2528	7.3546	0.082073	0.412527	0.727862	0.946004	lehmus	255	NA
35726	50777.68	19370.79	8.633	5.311985	4.3432	5.136	6.1102	7.3922	0.173594	0.498778	0.762836	0.92176	lehmus	254	104
35728	50777.87	19365.67	6.207	3.690986	3.0728	3.6295	4.2112	5.1149	0.392857	0.65	0.864286	0.978571	lehmus	165	NA
35732	50778.67	19353.42	6.428	4.536665	4.105	4.559	5.0436	5.6856	0.066914	0.252788	0.531599	0.843866	lehmus	191	NA
35734	50778.99	19345.63	7.226	5.224493	4.4988	5.309	5.8538	6.6394	0.017493	0.215743	0.419825	0.708455	lehmus	211	79
35920	51146.84	22130.53	5.086	3.853	3.425	3.8005	4.258	4.717	0.038462	0.153846	0.423077	0.653846	lehmus	110	NA
35922	51156.98	22140.45	4.373	3.48085	3.1962	3.457	3.8002	4.1048	0	0.15	0.3	0.55	lehmus	114	62
35924	51166.5	22150.03	5.151	4.248222	4.0152	4.393	4.7336	5.0256	0	0.074074	0.222222	0.296296	lehmus	132	NA
35926	51187.02	22168.54	4.56	3.34158	2.9912	3.2775	3.7824	4.038	0.14	0.36	0.6	0.82	lehmus	91	51
35928	51197.67	22178.91	5.875	4.027915	3.569	3.985	4.423	5.058	0.070423	0.338028	0.647887	0.887324	lehmus	126	NA
35930	51211.24	22192.3	5.409	3.741931	3.3204	3.8725	4.0586	4.8785	0.189655	0.37931	0.741379	0.87931	lehmus	111	61
35932	51221.33	22201.22	5.103	3.914667	3.49	3.8865	4.303	4.9445	0.015152	0.212121	0.393939	0.681818	lehmus	112	NA
35934	51231.48	22211.12	5.312	3.608851	3.1541	3.5355	3.9511	4.6287	0.162162	0.5	0.77027	0.891892	lehmus	126	64
35936	51241.74	22221.17	5.445	3.826909	3.3935	3.8395	4.227	4.7145	0.075758	0.30303	0.606061	0.818182	lehmus	55	NA
35938	51251.53	22230.55	5.37	3.704333	3.1192	3.509	4.0568	4.7406	0.157895	0.491228	0.719298	0.859649	lehmus	122	61
35940	51258.12	22237.01	4.807	3.371486	2.9915	3.414	3.7426	4.2001	0.22973	0.459459	0.810811	0.932432	lehmus	96	NA
35942	51268.33	22246.6	4.656	3.37564	3.0967	3.371	3.7193	4.1584	0.12	0.42	0.7	0.92	lehmus	102	58
35944	51278.51	22256.19	5.226	3.420373	2.852	3.39	3.612	4.484	0.313725	0.666667	0.803922	0.941176	lehmus	130	NA
35946	51288.19	22265.79	5.133	3.337847	2.83	3.254	3.7968	4.175	0.322034	0.576271	0.864407	0.966102	lehmus	113	61
35948	51298.42	22275.49	5.917	4.065329	3.3086	4.087	4.6	5.409	0.191781	0.383562	0.630137	0.849315	lehmus	141	NA
35950	51308.86	22285.06	5.273	3.663443	3.227	3.605	4.189	4.595	0.163934	0.491803	0.672131	0.901639	lehmus	115	65
35952	51318.84	22294.43	5.486	3.827196	3.3365	3.798	4.3615	4.9695	0.196429	0.428571	0.625	0.821429	lehmus	114	NA
35954	51324.89	22301.12	5.372	4.054605	3.766	3.99	4.309	4.753	0.012346	0.098765	0.345679	0.703704	lehmus	108	66
35956	51335.49	22310.38	5.602	3.956254	3.5318	3.898	4.263	4.9168	0.031746	0.285714	0.539683	0.825397	lehmus	99	NA
35958	51345.85	22320.75	5.857	4.283696	3.9035	4.2695	4.7545	5.24	0.053571	0.232143	0.5	0.767857	lehmus	127	65
37171	51330.4	22381.27	5.115	3.753865	3.3234	3.893	4.2552	4.5211	0.134615	0.326923	0.576923	0.903846	lehmus	133	68
37173	51335.17	22376.25	6.305	4.5628	3.9243	4.7205	5.1787	5.8524	0.0625	0.275	0.475	0.8125	lehmus	147	NA
37175	51341.56	22371.81	5.642	4.079105	3.556	4.2135	4.6171	5.1761	0.131579	0.289474	0.421053	0.736842	lehmus	119	75
37177	51347.23	22367.59	5.79	3.937795	3.3785	3.9145	4.5153	5.0245	0.227273	0.409091	0.681818	0.954545	lehmus	135	NA
37179	51360.85	22356.84	5.931	4.22233	3.7225	4.184	4.8059	5.4467	0.125	0.295455	0.568182	0.795455	lehmus	141	73
37181	51367.01	22351.94	5.847	3.949844	3.455	3.999	4.3776	5.1087	0.177778	0.422222	0.788889	0.933333	lehmus	134	NA
37268	51559.61	22554.37	3.764	2.724337	2.4088	2.741	3.0154	3.3282	0.393258	0.595506	0.786517	0.988764	kirsikka	96	45
37302	51595.56	22629.91	3.656	2.783214	2.5993	2.829	2.9974	3.2288	0.244898	0.469388	0.806122	0.959184	kirsikka	78	NA
37406	50617.06	22265.69	3.907	3.209571	3.0305	3.2255	3.5326	3.8467	0.071429	0.214286	0.357143	0.642857	pihlaja	71	42
37430	50628.08	22268.14	10.387	5.462048	3.2728	3.7295	6.3794	10.2438	0.654762	0.690476	0.714286	0.714286	pihlaja	93	52
37432	50634.53	22264.59	4.467	3.430825	3.2198	3.428	3.6744	4.145	0.111111	0.301587	0.730159	0.920635	pihlaja	90	NA
37436	50644.7	22254.79	3.965	2.876833	2.5822	2.8015	3.0589	3.5954	0.3	0.533333	0.766667	0.866667	pihlaja	67	NA
37438	50649.25	22249.92	3.446	2.798257	2.6068	2.738	2.9764	3.198	0.114286	0.342857	0.571429	0.828571	pihlaja	98	40
37440	50652.54	22245.23	4.969	3.571041	3.172	3.706	3.9568	4.5358	0.216495	0.391753	0.721649	0.938144	pihlaja	100	NA
37442	50659.21	22239.44	4.665	3.454534	3.2928	3.6	3.8786	4.3438	0.213592	0.320388	0.68932	0.932039	pihlaja	93	52
37444	50663.8	22235.22	3.337	2.559615	2.282	2.489	2.6305	3.14	0.384615	0.730769	0.769231	0.884615	pihlaja	71	NA
37446	50668.25	22230.32	3.767	2.735708	2.4304	2.591	2.9057	3.4307	0.416667	0.6875	0.791667	0.958333	pihlaja	82	43
37448	50673.08	22225.53	4.9	3.439052	2.8782	3.675	4.001	4.37	0.28866	0.453608	0.659794	0.927835	pihlaja	97	NA
37450	50677.4	22220.98	4.212	3.129897	2.7582	3.248	3.4877	4.0557	0.264706	0.367647	0.705882	0.882353	pihlaja	90	48
37468	50745.59	22178.95	3.475	2.88825	2.6348	2.853	3.2404	3.349	0.125	0.25	0.5	0.625	pihlaja	90	NA
37470	50761.43	22194.56	3.781	3.079882	2.7248	3.157	3.334	3.5912	0	0.058824	0.411765	0.470588	pihlaja	57	40
37472	50765.83	22198.55	3.683	2.872824	2.6398	2.922	3.052	3.3948	0.235294	0.470588	0.705882	0.941176	pihlaja	106	NA
37474	50771.65	22204.13	3.424	3.013857	3.045	3.1	3.1751	3.421	0.071429	0.214286	0.285714	0.714286	pihlaja	83	40
37476	50776.12	22209.48	3.499	2.76045	2.3739	2.82	3.1326	3.2098	0.3	0.4	0.6	0.9	pihlaja	90	NA
37478	50791.69	22224.31	3.465	2.745036	2.6767	2.813	2.9171	3.1675	0.25	0.285714	0.714286	0.928571	pihlaja	88	40
37482	50804.72	22236.13	3.718	3.047667	2.8973	3.0955	3.3096	3.5116	0.133333	0.233333	0.5	0.766667	pihlaja	99	47
37484	50809.11	22240.48	3.24	2.858667	2.6779	2.861	3.0011	3.1069	0	0	0.083333	0.25	pihlaja	84	NA
37486	50821.13	22251.96	3.431	2.778294	2.6084	2.827	2.9396	3.2441	0.176471	0.352941	0.676471	0.852941	pihlaja	93	42
37488	50825.39	22256.43	4.389	3.28686	3.1472	3.336	3.5112	3.8044	0.116279	0.302326	0.744186	0.953488	pihlaja	92	NA
37490	50830.43	22261.56	3.636	2.96372	2.8523	2.971	3.1615	3.4022	0.08	0.26	0.64	0.94	pihlaja	100	45
37496	50822.27	22279.14	3.404	2.554485	2.297	2.553	2.7773	2.9828	0.41	0.66	0.895	0.98	pihlaja	86	50
38278	50700.36	22383.5	5.363	3.892818	3.4922	3.894	4.454	5.0886	0.121212	0.363636	0.636364	0.848485	pihlaja	116	NA
38282	50690.22	22373.77	4.431	3.298543	3.0245	3.353	3.705	4.0425	0.23913	0.369565	0.652174	0.934783	pihlaja	93	NA
38284	50685.68	22369.22	4.192	3.0556	2.5154	3.06	3.5198	3.9362	0.325	0.5	0.7	0.9	pihlaja	92	51
38290	50670.49	22354.5	4.548	3.516842	3.0093	3.695	4.124	4.4629	0.184211	0.394737	0.526316	0.710526	pihlaja	88	NA
38292	50660.62	22344.91	4.302	3.523636	3.2886	3.661	3.7774	4.0068	0.060606	0.090909	0.333333	0.636364	pihlaja	107	46
38294	50655.3	22339.9	3.962	3.062571	2.733	3.029	3.3	3.638	0.095238	0.333333	0.571429	0.809524	pihlaja	72	NA
38296	50650.15	22334.88	4.652	3.341577	2.7265	3.3945	3.781	4.2795	0.346154	0.461538	0.730769	0.923077	pihlaja	87	51
38298	50640.25	22324.62	3.499	2.826818	2.6366	2.89	3.0627	3.2886	0.136364	0.363636	0.590909	0.909091	pihlaja	72	NA
38300	50634.63	22320.05	4.73	3.257021	2.672	3.331	3.6068	4.2958	0.425532	0.489362	0.723404	0.914894	pihlaja	90	54
38302	50630.27	22314.92	4.383	3.202981	2.8963	3.1175	3.367	4.058	0.173077	0.557692	0.769231	0.884615	pihlaja	89	NA
38304	50625.27	22311.14	4.271	3.280086	2.9951	3.305	3.7009	3.9857	0.224138	0.344828	0.568966	0.862069	pihlaja	80	44
38306	50620.24	22305.22	4.468	3.457792	3.2602	3.536	3.9159	4.1679	0.166667	0.270833	0.5625	0.854167	pihlaja	83	NA
38308	50714.46	22379.26	4.325	3.156758	3.001	3.062	3.3756	3.8218	0.151515	0.575758	0.787879	0.909091	pihlaja	93	NA
38310	50709.14	22374.34	4.97	3.694846	3.1078	3.918	4.1272	4.621	0.128205	0.358974	0.589744	0.897436	pihlaja	94	57
38312	50697.72	22363.64	3.251	2.643656	2.4127	2.613	2.8309	3.0459	0.1875	0.375	0.59375	0.78125	pihlaja	71	NA
38316	50689.08	22355.18	4.575	3.443886	3.2256	3.476	3.704	4.2192	0.114286	0.285714	0.657143	0.857143	pihlaja	81	NA
38318	50684.04	22350.17	4.376	3.387727	3.0676	3.4335	3.7278	4.1912	0.136364	0.363636	0.545455	0.772727	pihlaja	84	51
38324	50668.68	22335.89	4.812	3.591696	3.0642	3.709	4.092	4.439	0.217391	0.347826	0.521739	0.73913	pihlaja	91	48
38326	50664.2	22330.31	4.767	3.839257	3.5798	3.895	4.2178	4.5254	0.028571	0.142857	0.314286	0.542857	pihlaja	87	NA
38328	50659.04	22325.52	4.113	3.020188	2.6875	3.0555	3.3055	3.9146	0.28125	0.46875	0.78125	0.84375	pihlaja	83	45
38330	50652.63	22319.6	4.571	3.456276	3.2124	3.548	3.8104	4.135	0.172414	0.275862	0.551724	0.862069	pihlaja	81	NA
38332	50648.12	22315.62	4.491	3.45	3.3158	3.521	3.7854	4.1988	0.185185	0.259259	0.555556	0.851852	pihlaja	81	49
38334	50643.58	22310.93	4.593	3.451694	3.207	3.546	3.81	4.493	0.222222	0.333333	0.694444	0.805556	pihlaja	106	NA
38336	50638.55	22305.24	4.24	3.293222	3.1405	3.2565	3.7045	3.9475	0.166667	0.222222	0.583333	0.833333	pihlaja	93	46
38338	50633.78	22301.01	4.234	3.102348	2.7266	2.896	3.4388	3.7978	0.173913	0.521739	0.695652	0.956522	pihlaja	93	NA
38834	50713.87	22183.25	3.411	2.874667	2.477	3.159	3.2234	3.3652	0.266667	0.333333	0.466667	0.6	pihlaja	81	NA
38836	50717.97	22179.9	10.072	4.7745	2.8795	3.153	3.4591	10.0171	0.735294	0.735294	0.735294	0.735294	pihlaja	67	38
38840	50704.28	22175.66	4.138	2.984493	2.5818	3.008	3.2306	3.88	0.306667	0.533333	0.8	0.893333	pihlaja	91	NA
38842	50709.19	22170.55	3.958	3.057283	2.8085	3.022	3.255	3.6715	0.086957	0.282609	0.586957	0.782609	pihlaja	90	49
38844	50714.14	22164.77	3.836	2.879897	2.5542	2.887	3.2732	3.592	0.310345	0.551724	0.689655	0.896552	pihlaja	84	NA
38846	50846.87	22301.54	4.51	3.404019	2.9086	3.4375	3.9477	4.3434	0.222222	0.37037	0.574074	0.796296	pihlaja	99	48
38850	50862.83	22316.6	4.239	3.364209	3.0916	3.568	3.7576	3.9458	0.139535	0.27907	0.44186	0.790698	pihlaja	91	NA
38852	50867.49	22321.06	4.569	3.721483	3.337	3.645	4.0794	4.417	0	0	0.206897	0.413793	pihlaja	95	54
38854	50871.97	22325.96	4.639	3.757396	3.626	3.805	4.0546	4.285	0.056604	0.113208	0.509434	0.90566	pihlaja	101	NA
38856	50876.96	22330.42	3.701	2.917656	2.7335	2.849	3.1214	3.4335	0.125	0.375	0.65625	0.875	pihlaja	86	47
38858	50882.34	22335.66	4.198	3.304694	3.1295	3.428	3.5485	3.9635	0.111111	0.222222	0.555556	0.833333	pihlaja	85	NA
38862	50892.2	22344.91	4.683	3.253683	2.7832	3.226	3.6762	4.1162	0.31746	0.603175	0.746032	0.968254	pihlaja	92	NA
38866	50902.01	22352.84	4.677	3.505697	3.2785	3.592	3.823	4.186	0.136364	0.378788	0.712121	0.939394	pihlaja	105	NA
38868	50906.94	22355.97	3.843	2.909381	2.6092	2.8135	3.2117	3.6644	0.238095	0.547619	0.714286	0.880952	pihlaja	88	49
38872	50728.22	22382.84	5.813	4.36984	3.9336	4.446	4.8684	5.3832	0.041825	0.224335	0.48289	0.794677	pihlaja	174	NA
38878	50742.34	22368.71	4.845	3.603134	3.2609	3.6365	3.9764	4.3695	0.105634	0.373239	0.704225	0.971831	pihlaja	119	57
38880	50758.14	22369.72	6.811	4.385386	3.7858	4.311	4.9438	5.6475	0.13198	0.449239	0.728426	0.954315	pihlaja	170	67
38882	50763.31	22365.6	6.294	4.064056	3.639	4.008	4.3938	5.2892	0.139241	0.488608	0.787342	0.944304	pihlaja	165	NA
38896	50803.13	22324.99	6.493	4.382262	3.5397	4.187	5.2998	5.9736	0.189024	0.496951	0.64939	0.893293	pihlaja	149	75
38900	50812.02	22314.97	7.212	5.182715	4.5751	5.308	5.914	6.4963	0.059259	0.274074	0.496296	0.837037	pihlaja	166	78
38902	50816.56	22310.55	7.193	4.707217	3.8248	4.789	5.3506	6.2946	0.188854	0.399381	0.668731	0.876161	pihlaja	157	NA
